"Time of Day","Process Name","PID","Operation","Path","Result","Detail","User","Authentication ID","Session","Virtualized"
"5:30:17.3760853 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SafeDllSearchMode","NAME NOT FOUND","Length: 16","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3761506 PM","ExploitBuilder - Copy.bat.exe","2232","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3761729 PM","ExploitBuilder - Copy.bat.exe","2232","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3761891 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3762068 PM","ExploitBuilder - Copy.bat.exe","2232","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3765535 PM","ExploitBuilder - Copy.bat.exe","2232","Load Image","C:\Windows\System32\gdi32.dll","SUCCESS","Image Base: 0x7ff968cc0000, Image Size: 0x34000","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3767528 PM","ExploitBuilder - Copy.bat.exe","2232","CreateFile","C:\Users\vagrant\Desktop\ATL.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3767543 PM","ExploitBuilder - Copy.bat.exe","2232","Load Image","C:\Windows\System32\gdi32full.dll","SUCCESS","Image Base: 0x7ff967c10000, Image Size: 0x182000","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3769390 PM","ExploitBuilder - Copy.bat.exe","2232","Load Image","C:\Windows\System32\user32.dll","SUCCESS","Image Base: 0x7ff968af0000, Image Size: 0x165000","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3770930 PM","ExploitBuilder - Copy.bat.exe","2232","Load Image","C:\Windows\System32\win32u.dll","SUCCESS","Image Base: 0x7ff967a20000, Image Size: 0x1e000","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3771062 PM","ExploitBuilder - Copy.bat.exe","2232","CreateFile","C:\Windows\System32\atl.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3771840 PM","ExploitBuilder - Copy.bat.exe","2232","QueryBasicInformationFile","C:\Windows\System32\atl.dll","SUCCESS","CreationTime: 7/16/2016 1:18:36 PM, LastAccessTime: 7/16/2016 1:18:36 PM, LastWriteTime: 7/16/2016 1:18:36 PM, ChangeTime: 3/25/2017 10:49:39 PM, FileAttributes: A","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3772006 PM","ExploitBuilder - Copy.bat.exe","2232","CloseFile","C:\Windows\System32\atl.dll","SUCCESS","","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3772527 PM","ExploitBuilder - Copy.bat.exe","2232","Load Image","C:\Windows\System32\oleaut32.dll","SUCCESS","Image Base: 0x7ff968d00000, Image Size: 0xbf000","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3773762 PM","ExploitBuilder - Copy.bat.exe","2232","CreateFile","C:\Windows\System32\atl.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3773811 PM","ExploitBuilder - Copy.bat.exe","2232","Load Image","C:\Windows\System32\msvcp_win.dll","SUCCESS","Image Base: 0x7ff967660000, Image Size: 0x9c000","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3774887 PM","ExploitBuilder - Copy.bat.exe","2232","CreateFileMapping","C:\Windows\System32\atl.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3775205 PM","ExploitBuilder - Copy.bat.exe","2232","CreateFileMapping","C:\Windows\System32\atl.dll","SUCCESS","SyncType: SyncTypeOther","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3776141 PM","ExploitBuilder - Copy.bat.exe","2232","Load Image","C:\Windows\System32\atl.dll","SUCCESS","Image Base: 0x7ff9610e0000, Image Size: 0x1c000","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3777572 PM","ExploitBuilder - Copy.bat.exe","2232","CloseFile","C:\Windows\System32\atl.dll","SUCCESS","","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3783515 PM","ExploitBuilder - Copy.bat.exe","2232","Thread Create","","SUCCESS","Thread ID: 3556","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3783553 PM","ExploitBuilder - Copy.bat.exe","2232","CreateFile","C:\Users\vagrant\Desktop\mscoree.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3785350 PM","ExploitBuilder - Copy.bat.exe","2232","CreateFile","C:\Windows\System32\mscoree.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3785837 PM","ExploitBuilder - Copy.bat.exe","2232","QueryBasicInformationFile","C:\Windows\System32\mscoree.dll","SUCCESS","CreationTime: 7/16/2016 1:18:08 PM, LastAccessTime: 7/16/2016 1:18:08 PM, LastWriteTime: 7/16/2016 1:18:08 PM, ChangeTime: 3/25/2017 11:14:48 PM, FileAttributes: A","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3786007 PM","ExploitBuilder - Copy.bat.exe","2232","CloseFile","C:\Windows\System32\mscoree.dll","SUCCESS","","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3787366 PM","ExploitBuilder - Copy.bat.exe","2232","CreateFile","C:\Windows\System32\mscoree.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3787899 PM","ExploitBuilder - Copy.bat.exe","2232","CreateFileMapping","C:\Windows\System32\mscoree.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3788903 PM","ExploitBuilder - Copy.bat.exe","2232","CreateFileMapping","C:\Windows\System32\mscoree.dll","SUCCESS","SyncType: SyncTypeOther","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3789855 PM","ExploitBuilder - Copy.bat.exe","2232","Load Image","C:\Windows\System32\mscoree.dll","SUCCESS","Image Base: 0x7ff95e400000, Image Size: 0x66000","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3790984 PM","ExploitBuilder - Copy.bat.exe","2232","CloseFile","C:\Windows\System32\mscoree.dll","SUCCESS","","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3794265 PM","ExploitBuilder - Copy.bat.exe","2232","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3794514 PM","ExploitBuilder - Copy.bat.exe","2232","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3794695 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3794858 PM","ExploitBuilder - Copy.bat.exe","2232","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3795307 PM","ExploitBuilder - Copy.bat.exe","2232","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","REPARSE","Desired Access: Read","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3795435 PM","ExploitBuilder - Copy.bat.exe","2232","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","SUCCESS","Desired Access: Read","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3795601 PM","ExploitBuilder - Copy.bat.exe","2232","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\(Default)","SUCCESS","Type: REG_SZ, Length: 18, Data: 0006020E","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3799706 PM","ExploitBuilder - Copy.bat.exe","2232","CreateFile","C:\Windows\System32\imm32.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3800404 PM","ExploitBuilder - Copy.bat.exe","2232","QueryBasicInformationFile","C:\Windows\System32\imm32.dll","SUCCESS","CreationTime: 7/16/2016 1:18:38 PM, LastAccessTime: 7/16/2016 1:18:38 PM, LastWriteTime: 7/16/2016 1:18:38 PM, ChangeTime: 3/25/2017 9:55:20 PM, FileAttributes: A","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3800536 PM","ExploitBuilder - Copy.bat.exe","2232","CloseFile","C:\Windows\System32\imm32.dll","SUCCESS","","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3801545 PM","ExploitBuilder - Copy.bat.exe","2232","CreateFile","C:\Windows\System32\imm32.dll","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3802028 PM","ExploitBuilder - Copy.bat.exe","2232","CreateFileMapping","C:\Windows\System32\imm32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3802145 PM","ExploitBuilder - Copy.bat.exe","2232","QueryStandardInformationFile","C:\Windows\System32\imm32.dll","SUCCESS","AllocationSize: 176,128, EndOfFile: 175,672, NumberOfLinks: 2, DeletePending: False, Directory: False","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3802364 PM","ExploitBuilder - Copy.bat.exe","2232","CreateFileMapping","C:\Windows\System32\imm32.dll","SUCCESS","SyncType: SyncTypeOther","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3802764 PM","ExploitBuilder - Copy.bat.exe","2232","CloseFile","C:\Windows\System32\imm32.dll","SUCCESS","","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3803935 PM","ExploitBuilder - Copy.bat.exe","2232","Load Image","C:\Windows\System32\imm32.dll","SUCCESS","Image Base: 0x7ff96af20000, Image Size: 0x2e000","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3806880 PM","ExploitBuilder - Copy.bat.exe","2232","CreateFile","C:\Windows\System32\imm32.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3807174 PM","ExploitBuilder - Copy.bat.exe","2232","QueryBasicInformationFile","C:\Windows\System32\imm32.dll","SUCCESS","CreationTime: 7/16/2016 1:18:38 PM, LastAccessTime: 7/16/2016 1:18:38 PM, LastWriteTime: 7/16/2016 1:18:38 PM, ChangeTime: 3/25/2017 9:55:20 PM, FileAttributes: A","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3807299 PM","ExploitBuilder - Copy.bat.exe","2232","CloseFile","C:\Windows\System32\imm32.dll","SUCCESS","","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3809225 PM","ExploitBuilder - Copy.bat.exe","2232","CreateFile","C:\Windows\System32\imm32.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3809478 PM","ExploitBuilder - Copy.bat.exe","2232","QueryBasicInformationFile","C:\Windows\System32\imm32.dll","SUCCESS","CreationTime: 7/16/2016 1:18:38 PM, LastAccessTime: 7/16/2016 1:18:38 PM, LastWriteTime: 7/16/2016 1:18:38 PM, ChangeTime: 3/25/2017 9:55:20 PM, FileAttributes: A","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3809580 PM","ExploitBuilder - Copy.bat.exe","2232","CloseFile","C:\Windows\System32\imm32.dll","SUCCESS","","TEST-WIN\vagrant","00000000:000210a6","1","False"
"5:30:17.3810101 PM","ExploitBuilder - Copy.bat.exe","2232","RegOpenKey","HKLM\System\CurrentControlSet\Control\Error Message Instrument\","REPARSE","Desired Access: Read","TEST-WIN\vagrant","00000000:000210a6","1","False"
